titulo,fonte,quantidade_aparicoes,data,link
Reconhecimento facial registra grande procura ao retomar atendimento,Portal TJMG,21,23 de out. de 2020,https://www.tjmg.jus.br/portal-tjmg/noticias/reconhecimento-facial-registra-grande-procura-ao-retomar-atendimento.htm
Smart Sampa atinge marca de 2 mil foragidos presos; veja flagrantes em SP,CNN Brasil,21,2 de out. de 2025,https://www.cnnbrasil.com.br/nacional/sudeste/sp/smart-sampa-atinge-marca-de-2-mil-foragidos-presos-veja-flagrantes-em-sp/
Cerca de 4 mil mulheres negras marcham contra o racismo,Agência Brasil,21,18 de nov. de 2015,https://agenciabrasil.ebc.com.br/direitos-humanos/noticia/2015-11/cerca-de-4-mil-mulheres-negras-marcham-contra-o-racismo
"Foragido há 17 anos, homem é preso por reconhecimento facial no Centro do Rio",G1,21,26 de fev. de 2024,https://g1.globo.com/rj/rio-de-janeiro/noticia/2024/02/26/homem-e-preso-por-reconhecimento-facial-no-centro-do-rio.ghtml
Reconhecimento fotográfico: pesquisa aponta erros no uso do método,Defensoria Pública do Rio de Janeiro,21,5 de mai. de 2022,https://defensoria.rj.def.br/noticia/detalhes/18172-Reconhecimento-fotografico-mais-uma-pesquisa-aponta-erros-no-metodo
Promotoria abre inquérito para investigar programa de reconhecimento facial em SP,Folha de S.Paulo,22,17 de jan. de 2023,https://www1.folha.uol.com.br/cotidiano/2023/01/promotoria-abre-inquerito-para-investigar-programa-de-reconhecimento-facial-em-sp.shtml
Racismo algorítmico: como softwares se tornam racistas,Selecoes,22,20 de nov. de 2020,https://selecoes.ig.com.br/vida-digital/racismo-algoritmico-como-e-por-que-algoritmos-se-tornam-racistas/
Por que o uso de reconhecimento facial na segurança é controverso?,Tecnoblog,22,7 de nov. de 2020,https://tecnoblog.net/especiais/por-que-o-uso-de-reconhecimento-facial-na-seguranca-e-controverso/
8 foragidos são presos após reconhecimento facial no estádio do Corinthians,CNN Brasil,22,1 de set. de 2025,https://www.cnnbrasil.com.br/nacional/sudeste/sp/8-foragidos-sao-presos-apos-reconhecimento-facial-no-estadio-do-corinthians/
Uso de reconhecimento facial pela polícia é considerado ilegal no Reino Unido,Olhar Digital,22,12 de ago. de 2020,https://olhardigital.com.br/2020/08/12/noticias/uso-de-reconhecimento-facial-pela-policia-e-considerado-ilegal-no-reino-unido/
Oito procurados são presos após flagra por reconhecimento facial na Neo Química Arena,Estadão,22,1 de set. de 2025,https://www.estadao.com.br/esportes/futebol/oito-procurados-sao-presos-apos-flagra-por-reconhecimento-facial-na-neo-quimica-arena/
PM do Rio quer expansão do reconhecimento facial e acesso a câmeras privadas,Folha de S.Paulo,22,13 de set. de 2023,https://www1.folha.uol.com.br/cotidiano/2023/09/pm-do-rio-quer-expansao-do-reconhecimento-facial-e-acesso-a-cameras-privadas.shtml
Volta Redonda: Reconhecimento facial identifica e ajuda a prender homem procurado pela Justiça,Prefeitura de Volta Redonda,22,11 de ago. de 2025,https://www.voltaredonda.rj.gov.br/comunicacao/noticias/85-semop/10353-volta-redonda-reconhecimento-facial-identifica-e-ajuda-a-prender-homem-procurado-pela-justi%C3%A7a/
Reconhecimento facial se amplia no trabalho; entenda regras,Folha de S.Paulo,23,30 de jun. de 2025,https://www1.folha.uol.com.br/tec/2025/06/reconhecimento-facial-se-amplia-no-trabalho-entenda-regras.shtml
VÍDEO: Turista 'engana' sistema de reconhecimento facial em prédio; veja como funciona tecnologia,G1,23,6 de jul. de 2024,https://g1.globo.com/df/distrito-federal/noticia/2024/07/06/video-turista-engana-sistema-de-reconhecimento-facial-em-predio-veja-como-funciona-tecnologia.ghtml
Reconhecimento facial em Vitória: as vantagens e limitações da tecnologia,A Gazeta,23,12 de fev. de 2022,https://www.agazeta.com.br/es/cotidiano/reconhecimento-facial-em-vitoria-as-vantagens-e-limitacoes-da-tecnologia-0222
Uso do reconhecimento facial na segurança pública,Consultor Jurídico,23,6 de jan. de 2024,https://www.conjur.com.br/2024-jan-06/uso-do-reconhecimento-facial-na-seguranca-publica/
Israel/TPO: Autoridades israelitas estão a usar tecnologia de reconhecimento facial para reforçar apartheid,Amnistia Internacional Portugal,23,2 de mai. de 2023,https://www.amnistia.pt/israel-tpo-autoridades-israelitas-estao-a-usar-tecnologia-de-reconhecimento-facial-para-reforcar-apartheid/
"Câmeras do Smart Sampa ajudam na captura de cerca de 200 foragidos e prisão de mais de 1,3 mil criminosos",Estúdio Folha,23,17 de dez. de 2024,https://estudio.folha.uol.com.br/prefeitura-de-saopaulo/2024/12/cameras-do-smart-sampa-ajudam-na-captura-de-cerca-de-200-foragidos-e-prisao-de-mais-de-13-mil-criminosos.shtml
Avanços e desafios da implantação da tecnologia de reconhecimento facial,Jornal da USP,23,11 de nov. de 2024,https://jornal.usp.br/atualidades/avancos-e-desafios-da-implantacao-da-tecnologia-de-reconhecimento-facial/
CSI faz 2 prisões por reconhecimento facial em 2 dias,Prefeitura de São José dos Campos,23,22 de nov. de 2022,https://www.sjc.sp.gov.br/noticias/2022/novembro/22/csi-faz-2-prisoes-por-reconhecimento-facial-em-2-dias/
Mais de 300 pessoas são presas em oito meses com o sistema de reconhecimento facial no Rio,R7,24,29 de ago. de 2024,https://record.r7.com/cidade-alerta-rj/video/mais-de-300-pessoas-sao-presas-em-oito-meses-com-o-sistema-de-reconhecimento-facial-no-rio-29082024/
"“Quis mudar minha cor”, diz jovem negro preso injustamente",Agência Pública,24,15 de abr. de 2025,https://apublica.org/2025/04/quis-mudar-minha-cor-diz-jovem-negro-preso-injustamente/
Quinto foragido da Justiça é preso com ajuda de câmeras de reconhecimento facial no carnaval do Grande Recife,G1,24,6 de mar. de 2025,https://g1.globo.com/pe/pernambuco/carnaval/2025/noticia/2025/03/06/quinto-foragido-da-justica-e-preso-com-ajuda-de-cameras-de-reconhecimento-facial-no-carnaval-do-grande-recife.ghtml
PM prendeu 200 pessoas com ajuda de sistema de reconhecimento facial no Rio,O Globo,24,21 de jun. de 2024,https://oglobo.globo.com/rio/noticia/2024/06/21/pm-prendeu-200-pessoas-com-ajuda-de-sistema-de-reconhecimento-facial-no-rio.ghtml
Segurança no réveillon do Rio tem prisões por reconhecimento facial,Agência Brasil,24,1 de jan. de 2024,https://agenciabrasil.ebc.com.br/geral/noticia/2024-01/seguranca-no-reveillon-do-rio-tem-prisoes-por-reconhecimento-facial
PM realiza 12 prisões com auxílio de câmeras de reconhecimento facial no carnaval do Rio,G1,24,5 de mar. de 2025,https://g1.globo.com/rj/rio-de-janeiro/carnaval/2025/noticia/2025/03/05/pm-realiza-12-prisoes-com-auxilio-de-cameras-de-reconhecimento-facial-no-carnaval-do-rio.ghtml
Reconhecimento facial: Prefeitura de SP retoma programa e dobra câmeras com biometria após críticas,Estadão,24,8 de mai. de 2023,https://www.estadao.com.br/sao-paulo/reconhecimento-facial-prefeitura-de-sp-retoma-programa-e-dobra-cameras-com-biometria-apos-criticas/
"Câmeras de reconhecimento facial podem identificar cerca de 15 mil criminosos no carnaval, diz governo",G1,24,30 de jan. de 2024,https://g1.globo.com/pe/pernambuco/carnaval/2024/noticia/2024/01/30/cameras-de-reconhecimento-facial-podem-identificar-criminosos-no-carnaval-diz-governo.ghtml
7 Casos em que a Inteligência Artificial (IA) errou feio,Oficina da Net,25,5 de out. de 2020,https://www.oficinadanet.com.br/curiosidades/24803-o-que-sao-algoritmos-de-aprendizado-de-maquina
O que é racismo algorítmico?,Politize!,25,14 de mar. de 2024,https://www.politize.com.br/o-que-e-racismo-algoritmico/
Tecnologia para quem? Reconhecimento facial falha em pessoas trans e não-binárias,Olhar Digital,25,12 de set. de 2024,https://olhardigital.com.br/2024/09/12/colunistas/tecnologia-para-quem-reconhecimento-facial-falha-em-pessoas-trans-e-nao-binarias/
Os riscos das câmeras com tecnologia reconhecimento facial no Recife,Marco Zero Conteúdo,25,2 de mai. de 2022,https://marcozero.org/web-stories/reconhecimento-facial-recife/
Rio de Janeiro registra 300 prisões por meio de reconhecimento facial,Agência Brasil,25,15 de ago. de 2024,https://agenciabrasil.ebc.com.br/geral/noticia/2024-08/rio-de-janeiro-registra-300-prisoes-por-meio-de-reconhecimento-facial
Golpistas usam reconhecimento facial para aplicar golpes em SP,R7,25,10 de set. de 2024,https://record.r7.com/balanco-geral/exclusivo/video/golpistas-usam-reconhecimento-facial-para-aplicar-golpes-em-sp-10092024/
Olho vivo nas câmeras: o avanço dos sistemas de reconhecimento facial,VEJA,25,28 de abr. de 2024,https://veja.abril.com.br/tecnologia/olho-vivo-nas-cameras-o-avanco-dos-sistemas-de-reconhecimento-facial/
Reconhecimento facial se espalha por prédios no Brasil com pouca transparência na segurança dos dados,G1,25,12 de jul. de 2025,https://g1.globo.com/tecnologia/noticia/2025/07/12/reconhecimento-facial-se-espalha-por-predios-no-brasil-com-pouca-transparencia-na-seguranca-dos-dados.ghtml
Homem preso a partir de reconhecimento facial tem sua inocência provada após atuação da Defensoria Pública,Defensoria Pública do Estado do Rio Grande do Sul,26,26 de fev. de 2025,https://www.defensoria.rs.def.br/homem-preso-a-partir-de-reconhecimento-facial-tem-sua-inocencia-provada-apos-atuacao-da-defensoria-publica
Conheça a história de 3 brasileiros que foram presos injustamente a partir do reconhecimento fotográfico,G1,26,31 de mai. de 2022,https://g1.globo.com/jornal-nacional/noticia/2022/05/31/conheca-a-historia-de-3-brasileiros-que-foram-presos-injustamente-a-partir-do-reconhecimento-fotografico.ghtml
Foragido é preso por reconhecimento facial em jogo do Bahia na Fonte Nova,CNN Brasil,26,16 de set. de 2024,https://www.cnnbrasil.com.br/nacional/foragido-e-preso-por-reconhecimento-facial-em-jogo-do-bahia-na-fonte-nova/
Sistema de reconhecimento facial de São Paulo levou à prisão de 1.153 foragidos,Folha de S.Paulo,26,18 de jun. de 2025,https://www1.folha.uol.com.br/cotidiano/2025/06/erro-do-smart-sampa-fez-23-pessoas-serem-abordadas-por-engano-1153-foragidos-foram-presos.shtml
Cidade Integrada: PM abre cotação para instalar no Jacarezinho câmeras de reconhecimento facial,G1,26,19 de jan. de 2022,https://g1.globo.com/rj/rio-de-janeiro/noticia/2022/01/19/pm-abre-cotacao-para-instalar-no-jacarezinho-cameras-de-reconhecimento-facial.ghtml
"Robôs se tornam racistas e sexistas se rede neural tiver falhas, diz estudo",UOL,26,22 de jun. de 2022,https://www.uol.com.br/tilt/noticias/redacao/2022/06/22/robos-autonomos-podem-ser-racistas-pesquisadores-mostram-que-sim.htm
Biometria facial no metrô: uma violação dos direitos dos passageiros?,Migalhas,26,12 de dez. de 2022,https://www.migalhas.com.br/depeso/378396/biometria-facial-no-metro-uma-violacao-dos-direitos-dos-passageiros
Tecnologia de reconhecimento facial ajuda na prisão de criminoso,Portal ABC do ABC,27,1 de out. de 2025,https://abcdoabc.com.br/reconhecimento-facial-ajuda-na-prisao-de-criminoso/
Promotoria pede que Governo do Paraná seja condenado por reconhecimento facial em escolas,Folha de S.Paulo,27,25 de abr. de 2025,https://www1.folha.uol.com.br/educacao/2025/04/promotoria-pede-que-governo-do-parana-seja-condenado-por-reconhecimento-facial-em-escolas.shtml
Negros são 83% dos presos injustamente por reconhecimento fotográfico,Poder360,27,22 de fev. de 2021,https://www.poder360.com.br/brasil/negros-sao-83-dos-presos-injustamente-por-reconhecimento-fotografico/
Foragido da Justiça por homicídio é preso após ser flagrado por câmeras de reconhecimento facial no metrô de Salvador,G1,27,31 de mai. de 2019,https://g1.globo.com/ba/bahia/noticia/2019/05/31/foragido-da-justica-por-homicidio-e-preso-apos-ser-flagrado-por-cameras-de-reconhecimento-facial-no-metro-de-salvador.ghtml
Tecnologia de reconhecimento facial auxilia na prisão de 26 pessoas durante São João 2025 na Paraíba,G1,27,27 de jun. de 2025,https://g1.globo.com/pb/paraiba/sao-joao/noticia/2025/06/27/tecnologia-de-reconhecimento-facial-auxilia-na-prisao-de-26-pessoas-durante-sao-joao-2025-na-paraiba.ghtml
Rio começa a implantar busca de criminosos por reconhecimento facial,Agência Brasil,27,18 de dez. de 2018,https://agenciabrasil.ebc.com.br/geral/noticia/2018-12/rio-comeca-implantar-busca-de-criminosos-por-reconhecimento-facial
Mulher identificada por reconhecimento facial em Copacabana é solta após erro em sistema ser constatado,O Globo,27,4 de jan. de 2024,https://oglobo.globo.com/rio/noticia/2024/01/04/mulher-identificada-pelo-sistema-de-reconhecimento-facial-em-copacabana-e-liberada-apos-ser-constatado-que-mandado-de-prisao-estava-no-sistema-por-erro.ghtml
Procurado por duplo homicídio é preso após reconhecimento facial em SP,CNN Brasil,27,10 de mar. de 2025,https://www.cnnbrasil.com.br/nacional/sudeste/sp/procurado-por-duplo-homicidio-e-preso-apos-reconhecimento-facial-em-sp/
Você sabe o que é preconceito algorítmico? Especialistas apontam possíveis razões e soluções para o problema,IF Sudeste MG,28,30 de mar. de 2022,https://www.ifsudestemg.edu.br/noticias/juizdefora/2022/02/voce-sabe-o-que-e-preconceito-algoritmico-especialistas-apontam-possiveis-razoes-e-solucoes-para-o-problema
Rio de Janeiro terá 1.100 câmeras com reconhecimento facial para detectar criminosos,TudoCelular.com,28,20 de dez. de 2018,https://www.tudocelular.com/seguranca/noticias/n135357/policia-rio-camera-seguranca-reconhecimento-facial.html
Biometria facial do Allianz Parque já ajudou a prender 28 suspeitos,Metrópoles,28,23 de set. de 2023,https://www.metropoles.com/sao-paulo/biometria-facial-do-allianz-parque-ja-ajudou-a-prender-28-suspeitos
Reconhecimento facial da PM do Rio falha e mulher é detida por engano,Poder360,28,11 de jul. de 2019,https://www.poder360.com.br/brasil/reconhecimento-facial-da-pm-do-rio-falha-e-mulher-e-detida-por-engano/
Reconhecimento Facial da Bahia localiza 689 foragidos em 2024,CNN Brasil,28,30 de set. de 2024,https://www.cnnbrasil.com.br/nacional/reconhecimento-facial-da-bahia-localiza-689-foragidos-em-2024/
Movimento por banir uso de reconhecimento facial cresce no mundo,Folha de S.Paulo,28,14 de dez. de 2019,https://www1.folha.uol.com.br/ilustrissima/2019/12/movimento-por-banir-uso-de-reconhecimento-facial-cresce-no-mundo.shtml
Foragido por homicídio é preso após ser identificado por Reconhecimento Facial na Micareta de Feira,Mais Região,28,22 de abr. de 2023,https://www.maisregiao.com.br/noticia/64707/foragido-por-homicidio-e-preso-apos-ser-identificado-por-reconhecimento-facial-na-micareta-de-feira
Outra vez sobre o reconhecimento fotográfico,Consultor Jurídico,28,1 de out. de 2021,https://www.conjur.com.br/2021-out-01/limite-penal-outra-vez-reconhecimento-fotografico/
Reconhecimento facial já levou 500 suspeitos à prisão no ES,ES360,29,10 de nov. de 2025,https://es360.com.br/dia-a-dia/noticia/reconhecimento-facial-ja-levou-500-suspeitos-a-prisao-no-es/
Racismo tecnológico: a discriminação hi-tech e ampliada,Correio Braziliense,29,30 de mar. de 2024,https://www.correiobraziliense.com.br/opiniao/2024/03/6827508-racismo-tecnologico-a-discriminacao-hi-tech-e-ampliada.html
"Inteligência artificial pode perpetuar o racismo, diz diretora da DataSphere",JOTA Info,29,17 de abr. de 2023,https://www.jota.info/jotinhas/inteligencia-artificial-pode-perpetuar-o-racismo-diz-diretora-da-datasphere
"Com uso do reconhecimento facial, homem com mandado de prisão em aberto é preso em Maracanaú",Governo do Estado do Ceará,29,22 de jun. de 2025,https://www.ceara.gov.br/2025/06/22/com-uso-do-reconhecimento-facial-homem-com-mandado-de-prisao-em-aberto-e-preso-em-maracanau/
"Por segurança, cresce uso de câmeras de reconhecimento facial",Consultor Jurídico,29,18 de mai. de 2025,https://www.conjur.com.br/2025-mai-18/vigiar-e-punir-com-transparencia-e-responsabilidade/
"Máscaras atrapalham sistemas de reconhecimento facial, aponta estudo",Superinteressante,29,29 de jul. de 2020,https://super.abril.com.br/tecnologia/mascaras-atrapalham-sistemas-de-reconhecimento-facial-aponta-estudo/
Pernambuco Meu País Verão: criminoso é preso por conta do reconhecimento facial da SDS,Portal de Prefeitura,29,1 mês atrás,https://portaldeprefeitura.com.br/policia/pernambuco-meu-pais-criminoso-e-preso-reconhecimento-facial/610431/
Reconhecimento facial por app captura 42 foragidos no Carnaval de Salvador,UOL,30,26 de fev. de 2020,https://www.uol.com.br/carnaval/2020/noticias/redacao/2020/02/26/reconhecimento-facial-por-app-captura-42-foragidos-no-carnaval-de-salvador.htm
Reconhecimento facial em escolas pode ameaçar privacidade,Agência Brasil,30,20 de mar. de 2023,https://agenciabrasil.ebc.com.br/geral/noticia/2023-03/reconhecimento-facial-em-escolas-pode-ameacar-privacidade
Reconhecimento facial na Rodoviária de Maricá leva à prisão de foragido acusado de homicídio,Maricá Info,30,9 de out. de 2025,https://maricainfo.com/2025/10/09/reconhecimento-facial-na-rodoviaria-de-marica-leva-a-de-forgido-acsado.html
Muralha Paulista: 8 procurados da Justiça são presos após reconhecimento facial no estádio do Corinthians,Agência SP,30,1 de set. de 2025,https://www.agenciasp.sp.gov.br/muralha-paulista-8-procurados-da-justica-sao-presos-apos-reconhecimento-facial-no-estadio-do-corinthians/
Veja como cada estado usa o reconhecimento facial para fins policiais,Consultor Jurídico,30,17 de mai. de 2024,https://www.conjur.com.br/2024-mai-17/veja-como-cada-estado-usa-o-reconhecimento-facial-para-fins-policiais/
"Vestido de mulher, suspeito é preso após reconhecimento facial no Carnaval",VEJA,30,6 de mar. de 2019,https://veja.abril.com.br/coluna/bahia/vestido-de-mulher-suspeito-e-preso-apos-reconhecimento-facial-no-carnaval/
GCM de Santo André faz 1ª prisão com reconhecimento facial,Portal ABC do ABC,31,17 de nov. de 2025,https://abcdoabc.com.br/gcm-de-santo-andre-1-prisao-reconhecimento-facial/
Câmeras de reconhecimento facial já ajudaram a levar 500 bandidos para a prisão no ES,Folha Vitória,31,10 de nov. de 2025,https://www.folhavitoria.com.br/policia/cameras-de-reconhecimento-facial-ja-levaram-500-bandidos-para-a-prisao-no-es/
Reconhecimento facial para segurança: os riscos à privacidade,Gazeta do Povo,31,16 de mai. de 2021,https://www.gazetadopovo.com.br/vida-e-cidadania/reconhecimento-facial-seguranca-riscos-privacidade/
'Tire Meu Rosto da Sua Mira': reconhecimento facial pode ser mais uma ferramenta de violação de direitos,Terra,31,29 de nov. de 2022,"https://www.terra.com.br/nos/tire-meu-rosto-da-sua-mira-reconhecimento-facial-pode-ser-mais-uma-ferramenta-de-violacao-de-direitos,88bce2aef1616bd6affbc7a691de47dap7p8wb66.html"
Algoritmos de reconhecimento facial falham em combinar rostos de mulheres negras,Canaltech,31,22 de jul. de 2019,https://canaltech.com.br/inteligencia-artificial/algoritmos-de-reconhecimento-facial-falham-em-combinar-rostos-de-mulheres-negras-144657/
Sistema de reconhecimento facial para prender tem viés racista e gera erros,Ministério Público do Estado de Mato Grosso,31,25 de jan. de 2024,https://www.mpmt.mp.br/conteudo/1217/134418/sistema-de-reconhecimento-facial-para-prender-tem-vies-racista-e-gera-erros
Homem com mandado de prisão em aberto é preso em Mata de São João após reconhecimento facial,Mais Região,32,7 de abr. de 2023,https://www.maisregiao.com.br/noticia/64436/mata-de-sao-joao-pm-prende-homem-com-mandado-de-prisao-em-aberto-apos-reconhecimento-facial
Polícia faz primeira prisão por reconhecimento facial no carnaval,Agência Brasil,32,1 de mar. de 2025,https://agenciabrasil.ebc.com.br/geral/noticia/2025-03/policia-faz-primeira-prisao-por-reconhecimento-facial-no-carnaval
Especialistas advertem sobre falhas no reconhecimento facial com mulheres negras,JC Concursos,32,15 de fev. de 2024,https://jcconcursos.com.br/noticia/brasil/especialistas-advertem-sobre-falhas-no-reconhecimento-facial-com-mulheres-negras-122203
SP: Carnaval vai ter sistema de reconhecimento facial para identificar suspeitos,Diário do Poder,32,28 de jan. de 2020,https://diariodopoder.com.br/politica/carnaval-de-sp-vai-ter-sistema-de-reconhecimento-facial-para-identificar-suspeitos
Os desafios para regulamentar o uso da inteligência artificial,Nexo Jornal,32,9 de set. de 2023,https://www.nexojornal.com.br/externo/2023/09/09/os-desafios-para-regulamentar-o-uso-da-inteligencia-artificial
Foragido por roubos é preso após alerta de reconhecimento facial na Rodoviária,Jornal Correio,32,29 de ago. de 2019,https://www.correio24horas.com.br/salvador/foragido-por-roubos-e-preso-apos-alerta-de-reconhecimento-facial-na-rodoviaria-0819
Preso identificado por reconhecimento facial em Copacabana é o segundo a ser solto após constatado erro em sistema de mandados,O Globo,32,4 de jan. de 2024,https://oglobo.globo.com/rio/noticia/2024/01/04/preso-identificado-por-reconhecimento-facial-em-copacabana-e-o-segundo-a-ser-solto-apos-constatado-erro-em-sistema-de-mandados.ghtml
Tecnologia de reconhecimento facial do COI identifica e auxilia na prisão de procurado,Prefeitura Municipal de Jacareí,32,5 de set. de 2025,https://www.jacarei.sp.gov.br/tecnologia-de-reconhecimento-facial-do-coi-identifica-e-auxilia-na-prisao-de-procurado-em-jacarei/
Peritos alertam que aplicativos de reconhecimento facial não são provas periciais,Gazeta Digital,33,10 de mar. de 2022,https://www.gazetadigital.com.br/editorias/cidades/peritos-alertam-que-aplicativos-de-reconhecimento-facial-no-so-provas-periciais/684913
Debates apontam para fim do reconhecimento facial na segurança pública,Senado Federal,33,18 de mai. de 2022,https://www12.senado.leg.br/noticias/materias/2022/05/18/debates-apontam-para-fim-do-reconhecimento-facial-na-seguranca-publica
Sistemas de reconhecimento facial usados para identificar suspeitos na multidão geram debate,O Globo,33,14 de abr. de 2018,https://oglobo.globo.com/saude/ciencia/sistemas-de-reconhecimento-facial-usados-para-identificar-suspeitos-na-multidao-geram-debate-22590512
Foragido é preso após ser identificado por câmeras de reconhecimento facial no Leblon,G1,33,3 semanas atrás,https://g1.globo.com/rj/rio-de-janeiro/noticia/2025/12/31/foragido-e-preso-apos-ser-identificado-por-cameras-de-reconhecimento-facial-em-copacabana.ghtml
Microsoft e Amazon suspendem reconhecimento facial para uso policial,Tecnoblog,33,11 de jun. de 2020,https://tecnoblog.net/noticias/microsoft-amazon-suspendem-reconhecimento-facial-uso-policial/
Da necropolítica social à necropolítica digital: as mil faces do racismo algorítmico. Entrevista especial com Tarcízio Silva,Instituto Humanitas Unisinos - IHU,33,15 de mar. de 2022,https://www.ihu.unisinos.br/616901-da-necropolitica-social-a-necropolitica-digital-as-mil-faces-do-
Smart Sampa de Ricardo Nunes é instalado em Caps e prende paciente por engano,Brasil de Fato,34,1 mês atrás,https://www.brasildefato.com.br/2025/12/18/smart-sampa-de-ricardo-nunes-e-instalado-em-caps-e-prende-paciente-por-engano/
Reconhecimento facial do Gov.br não funciona: saiba causas e soluções,TechTudo,34,2 de ago. de 2024,https://www.techtudo.com.br/guia/2024/08/reconhecimento-facial-do-govbr-nao-funciona-saiba-causas-e-solucoes-edapps.ghtml
TJ suspende compra de câmeras com reconhecimento facial em SP,BS9,35,19 de mai. de 2023,https://www.bs9.com.br/brasil/tj-suspende-compra-de-cameras-com-reconhecimento-facial-em-sp/13323/
Pesquisa aponta que carros autônomos falham com maior frequência ao reconhecer pedestres negros,Época Negócios,35,13 de mar. de 2019,https://epocanegocios.globo.com/Tecnologia/noticia/2019/03/pesquisa-aponta-que-carros-autonomos-falham-com-maior-frequencia-ao-reconhecer-pedestres-negros.html
"RJ: Réus absolvidos por erro em reconhecimento fotográfico passam, em média, mais de um ano presos",CNN Brasil,35,5 de mai. de 2022,https://www.cnnbrasil.com.br/nacional/rj-reus-absolvidos-por-erro-em-reconhecimento-fotografico-passam-em-media-mais-de-um-ano-presos/
"Inteligência Artificial ainda reproduz preconceitos humanos, alertam especialistas",Olhar Digital,35,24 de jun. de 2023,https://olhardigital.com.br/2023/06/24/pro/inteligencia-artificial-discriminacao-e-um-problema-em-bancos-e-instituicoes-financeiras/
Sistema de Reconhecimento Facial atinge a marca de 2 mil foragidos alcançados na Bahia,ba.gov.br,35,25 de out. de 2024,http://www.ba.gov.br/comunicacao/2024/10/noticias/reconhecimento-facial-atinge-a-marca-de-2-mil-foragidos-alcancados-na-bahia
Foragido da Justiça é preso em Volta Redonda com ajuda de sistema de reconhecimento facial,G1,35,14 de nov. de 2024,https://g1.globo.com/rj/sul-do-rio-costa-verde/noticia/2024/11/14/foragido-da-justica-e-preso-em-volta-redonda-com-ajuda-de-sistema-de-reconhecimento-facial.ghtml
"Aposta contra o crime, reconhecimento facial se espalha pelo país",Valor Econômico,35,19 de mar. de 2024,https://valor.globo.com/brasil/noticia/2024/03/19/aposta-contra-o-crime-reconhecimento-facial-se-espalha-pelo-pais.ghtml
GCM faz primeira prisão utilizando sistema Smart Rio Preto,Prefeitura de São José do Rio Preto,36,18 de set. de 2025,https://www.riopreto.sp.gov.br/noticias/gcm-faz-primeira-prisao-utilizando-sistema-smart-rio-preto
TJ mantém proibição de câmeras de reconhecimento facial no Metrô de SP,Agência Brasil,36,18 de abr. de 2022,https://agenciabrasil.ebc.com.br/geral/noticia/2022-04/tj-mantem-proibicao-de-cameras-de-reconhecimento-facial-no-metro-de-sp
Reconhecimento facial já vigia 40% dos brasileiros,ConvergenciaDigital,36,8 de mai. de 2025,https://convergenciadigital.com.br/inovacao/reconhecimento-facial-ja-vigia-40-dos-brasileiros/
Facebook cria banco de dados para remover preconceito da inteligência artificial,CNN Brasil,37,9 de abr. de 2021,https://www.cnnbrasil.com.br/tecnologia/facebook-cria-banco-de-dados-para-remover-preconceito-da-inteligencia-artificial/
Reconhecimento facial: é hora de agir,Microsoft Source,37,7 de dez. de 2018,https://news.microsoft.com/pt-br/reconhecimento-facial-e-hora-de-agir/
Mulher é solta após ser detida por erro no sistema de reconhecimento facial no Rio,Folha de S.Paulo,37,4 de jan. de 2024,https://www1.folha.uol.com.br/cotidiano/2024/01/mulher-e-solta-apos-ser-detida-por-erro-no-sistema-de-reconhecimento-facial-no-rio.shtml
Justiça de São Paulo mantém proibição do uso de reconhecimento facial no Metrô,TudoCelular.com,37,19 de abr. de 2022,https://www.tudocelular.com/tech/noticias/n188922/justica-sp-mantem-proibicao-reconhecimento-facial.html
Resultado da CPI do Reconhecimento Fotográfico na Alerj é insuficiente,Brasil de Fato,37,9 de mai. de 2024,https://www.brasildefato.com.br/2024/05/09/resultado-da-cpi-do-reconhecimento-fotografico-na-alerj-e-insuficiente/
Reconhecimento Facial da SSP alcança 500 foragidos da Justiça em 2024,ba.gov.br,37,20 de ago. de 2024,http://www.ba.gov.br/comunicacao/2024/08/noticias/reconhecimento-facial-da-ssp-alcanca-500-foragidos-da-justica-em-2024
Homem condenado por estupro é preso com ajuda de sistema de reconhecimento facial da cidade de SP,G1,38,10 de jan. de 2025,https://g1.globo.com/sp/sao-paulo/noticia/2025/01/10/homem-condenado-por-estupro-e-preso-com-ajuda-de-sistema-de-reconhecimento-facial-da-cidade-de-sp.ghtml
Guarda Municipal faz a primeira prisão com sistema de reconhecimento facial em Montes Claros,G1,38,13 de ago. de 2025,https://g1.globo.com/mg/grande-minas/noticia/2025/08/13/guarda-municipal-faz-a-primeira-prisao-com-sistema-de-reconhecimento-facial-em-montes-claros.ghtml
"Sistema de reconhecimento facial da PM do RJ falha, e mulher é detida por engano",G1,39,11 de jul. de 2019,https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/07/11/sistema-de-reconhecimento-facial-da-pm-do-rj-falha-e-mulher-e-detida-por-engano.ghtml
Feira de Santana registra 33 prisões por reconhecimento facial durante micareta,G1,39,29 de abr. de 2019,https://g1.globo.com/ba/bahia/noticia/2019/04/29/feira-de-santana-registra-33-prisoes-por-reconhecimento-facial-durante-micareta.ghtml
SP: câmeras vão guardar dados de localização e reconhecimento facial,Agência Brasil,40,17 de mai. de 2023,https://agenciabrasil.ebc.com.br/geral/noticia/2023-05/sp-cameras-vao-guardar-dados-de-localizacao-e-reconhecimento-facial
